maison	kind	score	verdict	signals	board_name	jobs	sample_url	reason
Karl Rieker	teamtailor	0	HUMAIN	site-injoignable(0)	N Kraft Bemanning	23	https://karl.teamtailor.com/jobs/5570637-markarbetare	board name "N Kraft Bemanning" ≠ maison
Via Appia	greenhouse	0	AUTO-REJETE		Via	153	https://job-boards.greenhouse.io/via/jobs/8700271002	board name "Via" ≠ maison
Via di Gioia	greenhouse	0	AUTO-REJETE		Via	153	https://job-boards.greenhouse.io/via/jobs/8700271002	board name "Via" ≠ maison
VIA VAI	greenhouse	0	HUMAIN	site-injoignable(0)	Via	153	https://job-boards.greenhouse.io/via/jobs/8700271002	board name "Via" ≠ maison
VIA APPIA DUE	greenhouse	0	AUTO-REJETE		Via	153	https://job-boards.greenhouse.io/via/jobs/8700271002	board name "Via" ≠ maison
Vialis	recruitee	0	HUMAIN	site-injoignable(0)	Homepage	65	https://vialis.recruitee.com/o/werkvoorbereider-elektrotechniek-tunnels-1	board name "Homepage" ≠ maison
Victoria	personio	0	HUMAIN	site-injoignable(0)		3	https://victoria.jobs.personio.de/job/1762115	no board name to compare
VICTORIA (LUGGAGE)	personio	0	AUTO-REJETE			3	https://victoria.jobs.personio.de/job/1762115	no board name to compare
Victoria Slavinskaia	personio	0	AUTO-REJETE			3	https://victoria.jobs.personio.de/job/1762115	no board name to compare
Victoria Beckham	personio	0	AUTO-REJETE			3	https://victoria.jobs.personio.de/job/1762115	no board name to compare
Victoria's Secret	personio	0	HUMAIN	site-injoignable(0)		3	https://victoria.jobs.personio.de/job/1762115	no board name to compare
Victory Lab	greenhouse	0	AUTO-REJETE		Victory Creative Group	1	https://job-boards.greenhouse.io/victory/jobs/4071216009	board name "Victory Creative Group" ≠ maison
Village Leathers	greenhouse	0	AUTO-REJETE		The Village Learning Center	2	https://job-boards.greenhouse.io/village/jobs/7798832003	board name "The Village Learning Center" ≠ maison
village thrive	greenhouse	0	AUTO-REJETE		The Village Learning Center	2	https://job-boards.greenhouse.io/village/jobs/7798832003	board name "The Village Learning Center" ≠ maison
Vuori	greenhouse	0	AUTO-REJETE		Archrival Agents | Vuori	3	https://job-boards.greenhouse.io/vuori/jobs/8092401	board name "Archrival Agents | Vuori" ≠ maison
Water Air Industry	personio	0	AUTO-REJETE		water operations GmbH	7	https://water.jobs.personio.de/job/1817754	board name "water operations GmbH" ≠ maison
Water Works	personio	0	AUTO-REJETE		water operations GmbH	7	https://water.jobs.personio.de/job/1817754	board name "water operations GmbH" ≠ maison
Key Largo	teamtailor	0	AUTO-REJETE		TuoLavoro	43	https://key.teamtailor.com/jobs/8313548-sales-manager-nell-assistenza-alle-scelte	board name "TuoLavoro" ≠ maison
Weekday	recruitee	0	HUMAIN	site-injoignable(0)	Customizable ATS & hiring software Tellent Recruitee	1	https://weekday.recruitee.com/o/key-account-manager	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
WHITE bIRD	personio	0	HUMAIN	site-injoignable(0)		1	https://white-bird.jobs.personio.de/job/2000877	no board name to compare
Kiwi Glow	personio	0	AUTO-REJETE		KIWI.KI GmbH	2	https://kiwi.jobs.personio.de/job/2678260	board name "KIWI.KI GmbH" ≠ maison
XOXO	teamtailor	0	AUTO-REJETE		XOXO Gossip Girl	9	https://xoxo.teamtailor.com/jobs/7459063-customer-success-manager	board name "XOXO Gossip Girl" ≠ maison
Yaya Maria's	recruitee	0	AUTO-REJETE		Homepage	25	https://jobs.yaya.eu/o/area-visual-merchandiser-wmd-fur-rheinland-pfalz-hessen-teilzeit-bis-32-h	board name "Homepage" ≠ maison
YES DAY	greenhouse	0	AUTO-REJETE		Yes LLC	5	https://cjyes.com/job-list/?gh_jid=5376812008	board name "Yes LLC" ≠ maison
Yes Friends	greenhouse	0	AUTO-REJETE		Yes LLC	5	https://cjyes.com/job-list/?gh_jid=5376812008	board name "Yes LLC" ≠ maison
YES I AM	greenhouse	0	AUTO-REJETE		Yes LLC	5	https://cjyes.com/job-list/?gh_jid=5376812008	board name "Yes LLC" ≠ maison
Yes Studio	greenhouse	0	AUTO-REJETE		Yes LLC	5	https://cjyes.com/job-list/?gh_jid=5376812008	board name "Yes LLC" ≠ maison
YES ZEE	greenhouse	0	AUTO-REJETE		Yes LLC	5	https://cjyes.com/job-list/?gh_jid=5376812008	board name "Yes LLC" ≠ maison
Yes! Cosmetics	greenhouse	0	AUTO-REJETE		Yes LLC	5	https://cjyes.com/job-list/?gh_jid=5376812008	board name "Yes LLC" ≠ maison
YSE Beauty	wttj	0	AUTO-REJETE		Ysé	11	https://www.welcometothejungle.com/fr/companies/yse/jobs/conseiller-ere-de-vente-cdi-35h-aix-en-provence_aix-en-provence	board name "Ysé" ≠ maison
Ysé Lingerie	wttj	0	AUTO-REJETE		Ysé	11	https://www.welcometothejungle.com/fr/companies/yse/jobs/conseiller-ere-de-vente-cdi-35h-aix-en-provence_aix-en-provence	board name "Ysé" ≠ maison
Zara	recruitee	0	AUTO-REJETE		Homepage	10	https://zara.recruitee.com/o/compradora-tejidos-zara-man	board name "Homepage" ≠ maison
zero	recruitee	0	AUTO-REJETE		homepage	23	https://zero.recruitee.com/o/quality-specialist-mwd	board name "homepage" ≠ maison
zero waste daniel	recruitee	0	AUTO-REJETE		homepage	23	https://zero.recruitee.com/o/quality-specialist-mwd	board name "homepage" ≠ maison
Zero%	recruitee	0	AUTO-REJETE		homepage	23	https://zero.recruitee.com/o/quality-specialist-mwd	board name "homepage" ≠ maison
Zoey Naturals	teamtailor	0	AUTO-REJETE		Zoey	7	https://zoey.teamtailor.com/jobs/8293175-interim-hr-operations-payroll-lead-banking-financial-services	board name "Zoey" ≠ maison
Zola Africa	greenhouse	0	HUMAIN	site-injoignable(0)	Zola	5	https://www.zola.com/about/jobs?gh_jid=8638685002	board name "Zola" ≠ maison
Lakmé Cosmetics	teamtailor	0	AUTO-REJETE		Lakmé Inspired Haircare	4	https://lakme.teamtailor.com/jobs/8149289-inside-sales-sales-support-espana	board name "Lakmé Inspired Haircare" ≠ maison
Lille Vinkel Sko	recruitee	0	AUTO-REJETE		Customizable ATS & hiring software Tellent Recruitee	1	https://aucoursera.recruitee.com/o/wwfyr75125	board name "Customizable ATS & hiring software Tellent Recruitee" ≠ maison
Loft design by	teamtailor	0	AUTO-REJETE		Loft	64	https://loft.teamtailor.com/jobs/8316497-analista-de-pre-vendas-inbound-sdr	board name "Loft" ≠ maison
Look Sharpish	recruitee	0	HUMAIN	site-injoignable(0)	LOOK Cycle Offres d&#x27;emploi et Carrières dans le Cyclisme	7	https://career.lookcycle.com/o/conseiller-client-premium-hf	board name "LOOK Cycle Offres d&#x27;emploi et Carrières dans le Cyclisme" ≠ maison
Mighty Good Basics	greenhouse	0	AUTO-REJETE		Mighty	1	https://job-boards.greenhouse.io/mighty/jobs/5783098004	board name "Mighty" ≠ maison
Mindful Botanicals	personio	0	AUTO-REJETE			3	https://mindful.jobs.personio.de/job/1824322	no board name to compare
MOB Beauty	teamtailor	0	AUTO-REJETE		Mob	1	https://mob.teamtailor.com/jobs/8259206-in-app-video-editor-3-month-ftc	board name "Mob" ≠ maison
NAPA 1850	teamtailor	0	AUTO-REJETE		NAPA	1	https://napa.teamtailor.com/jobs/8030987-cybersecurity-datacom-specialist	board name "NAPA" ≠ maison
Nordisk	personio	0	AUTO-REJETE			3	https://nordisk.jobs.personio.de/job/2775750	no board name to compare
NORR	teamtailor	0	AUTO-REJETE		Svensk Markservice AB	9	https://norr.teamtailor.com/jobs/8222280-lagbas-for-projekt-och-arbetsledning	board name "Svensk Markservice AB" ≠ maison
Norrøna	teamtailor	0	AUTO-REJETE		Svensk Markservice AB	9	https://norr.teamtailor.com/jobs/8222280-lagbas-for-projekt-och-arbetsledning	board name "Svensk Markservice AB" ≠ maison
Oliver Grant	wttj	0	AUTO-REJETE		OLIVER	4	https://www.welcometothejungle.com/fr/companies/oliver/jobs/community-manager-h-f_paris	board name "OLIVER" ≠ maison
Oliver Logan	wttj	0	AUTO-REJETE		OLIVER	4	https://www.welcometothejungle.com/fr/companies/oliver/jobs/community-manager-h-f_paris	board name "OLIVER" ≠ maison
Oliver Sweeney	wttj	0	AUTO-REJETE		OLIVER	4	https://www.welcometothejungle.com/fr/companies/oliver/jobs/community-manager-h-f_paris	board name "OLIVER" ≠ maison
Oliver Cabell	wttj	0	AUTO-REJETE		OLIVER	4	https://www.welcometothejungle.com/fr/companies/oliver/jobs/community-manager-h-f_paris	board name "OLIVER" ≠ maison
Open End	personio	0	HUMAIN	site-injoignable(0)		10	https://open.jobs.personio.de/job/2759933	no board name to compare
Patrick McDowell	personio	0	AUTO-REJETE			3	https://patrick.jobs.personio.de/job/1667090	no board name to compare
Patrick Smith Botanicals	personio	0	AUTO-REJETE			3	https://patrick.jobs.personio.de/job/1667090	no board name to compare
PETERSON STOOP	recruitee	0	AUTO-REJETE		homepage	21	https://peterson.recruitee.com/o/medewerker-goederenontvangst-hub-den-helder	board name "homepage" ≠ maison
Poppy & Peonies	recruitee	0	AUTO-REJETE		Homepage	3	https://jobs.poppy.be/o/jr-finance-analyst	board name "Homepage" ≠ maison
Poppy Barley	recruitee	0	AUTO-REJETE		Homepage	3	https://jobs.poppy.be/o/jr-finance-analyst	board name "Homepage" ≠ maison
Poppy & Pout	recruitee	0	AUTO-REJETE		Homepage	3	https://jobs.poppy.be/o/jr-finance-analyst	board name "Homepage" ≠ maison
Poppy Field	recruitee	0	HUMAIN	site-injoignable(0)	Homepage	3	https://jobs.poppy.be/o/jr-finance-analyst	board name "Homepage" ≠ maison
Poppy Silk	recruitee	0	AUTO-REJETE		Homepage	3	https://jobs.poppy.be/o/jr-finance-analyst	board name "Homepage" ≠ maison
Porter Blue	lever	0	AUTO-REJETE		Porter Cares, Inc.	28	https://jobs.lever.co/porter/9ced817b-b1a3-4e48-91e0-46994e2e66a8	board name "Porter Cares, Inc." ≠ maison
Porter Yoshida & Co.	lever	0	HUMAIN	site-injoignable(0)	Porter Cares, Inc.	28	https://jobs.lever.co/porter/9ced817b-b1a3-4e48-91e0-46994e2e66a8	board name "Porter Cares, Inc." ≠ maison
Porter-Yoshida&Co	lever	0	HUMAIN	site-injoignable(0)	Porter Cares, Inc.	28	https://jobs.lever.co/porter/9ced817b-b1a3-4e48-91e0-46994e2e66a8	board name "Porter Cares, Inc." ≠ maison
Power Fashion	teamtailor	0	AUTO-REJETE		Power Danmark	48	https://power.teamtailor.com/jobs/8315168-click-collect-medarbejder	board name "Power Danmark" ≠ maison
Property Of...	recruitee	0	HUMAIN	site-injoignable(0)	Homepage	8	https://trp.recruitee.com/o/assistenz-immobilienverwaltung-mwd	board name "Homepage" ≠ maison
Oris	wttj	-0.8	AUTO-REJETE	démo(-1) nom(+0.2)	ORIS	2	https://www.welcometothejungle.com/fr/companies/oris/jobs/senior-ai-ml-engineer-m-f-rqth-permanent-contract_lyon_ORIS_AJZgkkR	demo/sandbox board (titles look like samples)
Alpha Company for Cosmetics LTD	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	2	https://alpha.recruitee.com/o/recruiter-sample-1	demo/sandbox board (titles look like samples)
Alpha Industries	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	2	https://alpha.recruitee.com/o/recruiter-sample-1	demo/sandbox board (titles look like samples)
alpha industries	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	2	https://alpha.recruitee.com/o/recruiter-sample-1	demo/sandbox board (titles look like samples)
ALPHA OG	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	2	https://alpha.recruitee.com/o/recruiter-sample-1	demo/sandbox board (titles look like samples)
Ariana & Evans	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://ariana.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Ariana Grande	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://ariana.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Ariana Grande Fragrances	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://ariana.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Alfa Sko	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://alfa.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Birkenstock	recruitee	-1	AUTO-REJETE	démo(-1)		1	https://birkenstock.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Credo	personio	-1	AUTO-REJETE	démo(-1)	Trabajos en Demo Datos	2	https://credo.jobs.personio.de/job/1456653	board name "Trabajos en Demo Datos" ≠ maison
Euro-Dan	recruitee	-1	AUTO-REJETE	démo(-1)		1	https://euro.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Euro-Star	recruitee	-1	AUTO-REJETE	démo(-1)		1	https://euro.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Lagos	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://lagos.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Eastern Mountain Sports	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	2	https://eastern.recruitee.com/o/o2e47993w2	demo/sandbox board (titles look like samples)
Meaningful Beauty ®	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://meaningful.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Eric Bompard	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://ericbompard.recruitee.com/o/marketer-senior-exemple-londres	demo/sandbox board (titles look like samples)
Free Lance	recruitee	-1	AUTO-REJETE	démo(-1) site-injoignable(0)	Customizable ATS & hiring software Tellent Recruitee	1	https://freelance.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Google Merchandise Store	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://google.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Robert Graham	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://robert.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
MiN NEW YORK	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	2	https://min.recruitee.com/o/hr-admin-1	demo/sandbox board (titles look like samples)
PAULA CANOVAS DEL VAS	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://paula.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Paula Knorr	recruitee	-1	AUTO-REJETE	démo(-1) site-injoignable(0)	Customizable ATS & hiring software Tellent Recruitee	1	https://paula.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
Paula's Choice	recruitee	-1	AUTO-REJETE	démo(-1)	Customizable ATS & hiring software Tellent Recruitee	1	https://paula.recruitee.com/o/senior-marketer-sample-london	demo/sandbox board (titles look like samples)
